m/z	id	match_form	mz_difference	name	pathway
309.0929	C00051	M(C13)+H[1+]	-0.0016	Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione	Pyruvate Metabolism$Tyrosine metabolism$Prostaglandin formation from arachidonate$Arachidonic acid metabolism$Androgen and estrogen biosynthesis and metabolism$Glycine, serine, alanine and threonine metabolism$Glutathione Metabolism$Tryptophan metabolism$Aspartate and asparagine metabolism$Xenobiotics metabolism$Methionine and cysteine metabolism$Leukotriene metabolism$Putative anti-Inflammatory metabolites formation from EPA$Linoleate metabolism$Glutamate metabolism$Ascorbate (Vitamin C) and Aldarate Metabolism$Histidine metabolism
310.0853	C00051	M(Cl37)+H[1+]	-0.003	Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione	Pyruvate Metabolism$Tyrosine metabolism$Prostaglandin formation from arachidonate$Arachidonic acid metabolism$Androgen and estrogen biosynthesis and metabolism$Glycine, serine, alanine and threonine metabolism$Glutathione Metabolism$Tryptophan metabolism$Aspartate and asparagine metabolism$Xenobiotics metabolism$Methionine and cysteine metabolism$Leukotriene metabolism$Putative anti-Inflammatory metabolites formation from EPA$Linoleate metabolism$Glutamate metabolism$Ascorbate (Vitamin C) and Aldarate Metabolism$Histidine metabolism
310.0853	C00051	M(S34)+H[1+]	-0.0016	Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione	Pyruvate Metabolism$Tyrosine metabolism$Prostaglandin formation from arachidonate$Arachidonic acid metabolism$Androgen and estrogen biosynthesis and metabolism$Glycine, serine, alanine and threonine metabolism$Glutathione Metabolism$Tryptophan metabolism$Aspartate and asparagine metabolism$Xenobiotics metabolism$Methionine and cysteine metabolism$Leukotriene metabolism$Putative anti-Inflammatory metabolites formation from EPA$Linoleate metabolism$Glutamate metabolism$Ascorbate (Vitamin C) and Aldarate Metabolism$Histidine metabolism
310.1122	C00270	M+H[1+]	-0.0011	N-Acetylneuraminate; N-Acetylneuraminic acid; 5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid; Neu5Ac	Keratan sulfate degradation$Aminosugars metabolism$Glycosphingolipid metabolism$N-Glycan Degradation$Sialic acid metabolism
310.1122	C00272	M+HCOONa[1+]	0.0	Tetrahydrobiopterin; 5,6,7,8-Tetrahydrobiopterin; 2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydoro-4(1H)-pteridinone	Tyrosine metabolism$Tryptophan metabolism$Biopterin metabolism
311.014	C04299	M+HCOONa[1+]	0.0001	D-myo-Inositol 1,2-cyclic phosphate; 1D-myo-Inositol 1,2-cyclic phosphate	Phosphatidylinositol phosphate metabolism
311.0444	C00365	M(Cl37)+H[1+]	-0.0011	dUMP; Deoxyuridylic acid; Deoxyuridine monophosphate; Deoxyuridine 5'-phosphate; 2'-Deoxyuridine 5'-phosphate	Pyrimidine metabolism
311.0444	C00365	M(S34)+H[1+]	0.0003	dUMP; Deoxyuridylic acid; Deoxyuridine monophosphate; Deoxyuridine 5'-phosphate; 2'-Deoxyuridine 5'-phosphate	Pyrimidine metabolism
311.0872	C00214	M+HCOONa[1+]	0.0022	Thymidine; Deoxythymidine	Pyrimidine metabolism
312.1103	C00270	M(Cl37)+H[1+]	-0.0002	N-Acetylneuraminate; N-Acetylneuraminic acid; 5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid; Neu5Ac	Keratan sulfate degradation$Aminosugars metabolism$Glycosphingolipid metabolism$N-Glycan Degradation$Sialic acid metabolism
312.1103	C00270	M(S34)+H[1+]	0.0012	N-Acetylneuraminate; N-Acetylneuraminic acid; 5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid; Neu5Ac	Keratan sulfate degradation$Aminosugars metabolism$Glycosphingolipid metabolism$N-Glycan Degradation$Sialic acid metabolism
313.0109	C01107	M+HCOOK[1+]	0.0024	(R)-5-Phosphomevalonate; (R)-5-Phosphomevaloonic acid; (R)-Mevalonic acid 5-phosphate	Squalene and cholesterol biosynthesis
313.0433	C00526	M+HCOOK[1+]	0.0001	Deoxyuridine; 2-Deoxyuridine; 2'-Deoxyuridine	Pyrimidine metabolism
313.103	C05928	M+H+Na[2+]	0.0005	10-Formyltetrahydrofolyl L-glutamate; 10-Formyl-THF-L-glutamate	Vitamin B9 (folate) metabolism
314.0776	C04640	M+H[1+]	0.0028	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine; 1-(5'-Phosphoribosyl)-N-formylglycinamidine; 5'-Phosphoribosyl-N-formylglycinamidine; 5'-Phosphoribosylformylglycinamidine; 2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	Purine metabolism
314.0776	C16635	M+HCOONa[1+]	0.0017	5'-Deoxy-5-fluorocytidine	Drug metabolism - other enzymes
315.0243	C05695	M(Cl37)+H[1+]	-0.0026	gamma-Glutamyl-Se-methylselenocysteine; 5-L-Glutamyl-Se-methylselenocysteine	Selenoamino acid metabolism
315.0243	C05695	M(S34)+H[1+]	-0.0012	gamma-Glutamyl-Se-methylselenocysteine; 5-L-Glutamyl-Se-methylselenocysteine	Selenoamino acid metabolism
316.5773	C03691	M(C13)+2H[2+]	-0.0028	CMP-N-glycoloylneuraminate; CMP-N-glycolylneuraminate; CMP-NeuNGc	Aminosugars metabolism
318.078	C01136	M+HCOONa[1+]	-0.0024	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide	Glycolysis and Gluconeogenesis
319.0695	C00128	M+H+Na[2+]	-0.0024	CMP-N-acetylneuraminate	Glycosphingolipid biosynthesis - lactoseries$Glycosphingolipid metabolism$Sialic acid metabolism$Keratan sulfate biosynthesis$N-Glycan biosynthesis$Blood Group Biosynthesis$Glycosphingolipid biosynthesis - ganglioseries$Aminosugars metabolism$Glycosphingolipid biosynthesis - neolactoseries$Glycosphingolipid biosynthesis - globoseries$O-Glycan biosynthesis
319.0695	C05606	M+H[1+]	-0.0018	Melanin	Tyrosine metabolism
319.2246	12harachd	M[1+]	-0.0027	12 hydroxy arachidonic acid	Arachidonic acid metabolism
319.2246	C00909	M+H[1+]	-0.0022	Leukotriene A4; LTA4; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyeicosa-7,9,11,14-tetraenoic acid; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyeicosa-7,9,11,14-tetraenoate; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate; (5S,6S,7E,9E,11Z,14Z)-5,6-epoxyicosa-7,9,11,14-tetraenoate	Leukotriene metabolism$Arachidonic acid metabolism
319.2246	C14762	M+Na[1+]	0.0002	13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid	Linoleate metabolism
319.2246	C14825	M+Na[1+]	0.0002	9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid	Linoleate metabolism
319.2246	C14826	M+Na[1+]	0.0002	12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid	Linoleate metabolism
319.2246	CE0347	M[1+]	-0.0027	12-hydroxyeicosatetraenoate	Arachidonic acid metabolism
319.2246	CE1450	M[1+]	-0.0027	11-hydroxyeicosatetraenoate	Arachidonic acid metabolism
319.2246	CE2084	M(C13)+H[1+]	0.0023	5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoic acid	Arachidonic acid metabolism
319.2246	CE2154	M[1+]	-0.0027		
319.2246	CE2565	M[1+]	-0.0027	15(R)-Hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate	Arachidonic acid metabolism
319.2246	CE5705	M[1+]	-0.0027	8-hydroxyeicosatetraenoate	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
319.2246	CE6473	M(C13)+H[1+]	0.0023		Leukotriene metabolism
319.2246	CE7081	M(C13)+H[1+]	0.0023	15(R)-HEPE	Putative anti-Inflammatory metabolites formation from EPA
319.2246	CE7082	M(C13)+H[1+]	0.0023		Putative anti-Inflammatory metabolites formation from EPA
319.2246	CE7085	M(C13)+H[1+]	0.0023	5-HEPE	Putative anti-Inflammatory metabolites formation from EPA
319.2246	CE7089	M(C13)+H[1+]	0.0023	11R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
319.2246	CE7090	M(C13)+H[1+]	0.0023	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
319.2246	CE7228	M[1+]	-0.0027	13-HETE	Arachidonic acid metabolism
319.2246	CE7231	M[1+]	-0.0027	7-HETE	Arachidonic acid metabolism
319.2246	CE7234	M[1+]	-0.0027	10-HETE	Arachidonic acid metabolism
319.2246	CE7243	M[1+]	-0.0027	18-HETE	Arachidonic acid metabolism
319.2246	CE7244	M[1+]	-0.0027	17-HETE	Arachidonic acid metabolism
320.0817	C00170	M+Na[1+]	0.0028	5'-Methylthioadenosine; Methylthioadenosine; S-Methyl-5'-thioadenosine; 5-Methylthioadenosine; 5'-Deoxy-5'-(methylthio)adenosine; Thiomethyladenosine; MTA	Methionine and cysteine metabolism$Arginine and Proline Metabolism$Urea cycle/amino group metabolism
323.0619	C00364	M+H[1+]	-0.002	dTMP; Thymidine 5'-phosphate; Deoxythymidine 5'-phosphate; Thymidylic acid; 5'-Thymidylic acid; Thymidine monophosphate; Deoxythymidylic acid; Thymidylate	Pyrimidine metabolism
323.0619	C07501	M+HCOOK[1+]	-0.0021	Felbamate	Drug metabolism - cytochrome P450
324.9918	C00491	M+HCOOK[1+]	-0.0006	L-Cystine; L-Dicysteine; L-alpha-Diamino-beta-dithiolactic acid	Methionine and cysteine metabolism
326.0566	C00055	M(Cl37)+H[1+]	0.0002	CMP; Cytidine-5'-monophosphate; Cytidylic acid	Phosphatidylinositol phosphate metabolism$Glycosphingolipid biosynthesis - lactoseries$Glycosphingolipid metabolism$Sialic acid metabolism$Pyrimidine metabolism$Keratan sulfate biosynthesis$N-Glycan biosynthesis$Blood Group Biosynthesis$Glycosphingolipid biosynthesis - ganglioseries$Aminosugars metabolism$Glycerophospholipid metabolism$Glycosphingolipid biosynthesis - neolactoseries$Glycosphingolipid biosynthesis - globoseries$O-Glycan biosynthesis
326.0566	C00055	M(S34)+H[1+]	0.0016	CMP; Cytidine-5'-monophosphate; Cytidylic acid	Phosphatidylinositol phosphate metabolism$Glycosphingolipid biosynthesis - lactoseries$Glycosphingolipid metabolism$Sialic acid metabolism$Pyrimidine metabolism$Keratan sulfate biosynthesis$N-Glycan biosynthesis$Blood Group Biosynthesis$Glycosphingolipid biosynthesis - ganglioseries$Aminosugars metabolism$Glycerophospholipid metabolism$Glycosphingolipid biosynthesis - neolactoseries$Glycosphingolipid biosynthesis - globoseries$O-Glycan biosynthesis
327.0107	C01236	M+HCOONa[1+]	0.0019	D-Glucono-1,5-lactone 6-phosphate; 6-Phospho-D-glucono-1,5-lactone	Pentose phosphate pathway
327.0107	C06893	M+HCOONa[1+]	0.0019	2-Deoxy-5-keto-D-gluconic acid 6-phosphate; DKHP	Glycerophospholipid metabolism
327.0107	CE3074	M+HCOONa[1+]	0.002	fructose 3-phosphate	Fructose and mannose metabolism
327.0107	tag1p-D	M+HCOONa[1+]	0.002	D-Tagatose 1-phosphate	Galactose metabolism
327.2127	C16662	M(C13)+H[1+]	-0.0022	L-alpha-Acetyl-N,N-dinormethadol; dinor-LAAM	Drug metabolism - cytochrome P450
327.2128	C16662	M(C13)+H[1+]	-0.0021	L-alpha-Acetyl-N,N-dinormethadol; dinor-LAAM	Drug metabolism - cytochrome P450
327.2134	C16662	M(C13)+H[1+]	-0.0015	L-alpha-Acetyl-N,N-dinormethadol; dinor-LAAM	Drug metabolism - cytochrome P450
328.0315	C01075	M+HCOONa[1+]	0.0006	N-Sulfo-D-glucosamine	
329.0035	C00281	M+K[1+]	0.0004	Sedoheptulose 7-phosphate; altro-Heptulose 7-phosphate	Pentose phosphate pathway
329.0035	C02985	M+HCOOK[1+]	0.0001	L-Fucose 1-phosphate; 6-Deoxy-L-galactose 1-phosphate; beta-L-Fucose 1-phosphate	Fructose and mannose metabolism
329.0035	C04188	M+HCOONa[1+]	-0.0032	S-Methyl-5-thio-D-ribose 1-phosphate; S-Methyl-5-thio-alpha-D-ribose 1-phosphate; S-Methyl-5-thio-5-deoxy-D-ribose 1-phosphate	Arginine and Proline Metabolism
329.0035	C04582	M+HCOONa[1+]	-0.0032	S-Methyl-5-thio-D-ribulose 1-phosphate	Methionine and cysteine metabolism$Arginine and Proline Metabolism
329.0035	C05382	M+K[1+]	0.0004	D-Sedoheptulose 7-phosphate; D-altro-Heptulose 7-phosphate	Pentose phosphate pathway
329.0035	C06222	M+K[1+]	0.0004	Sedoheptulose 1-phosphate; altro-Heptulose 1-phosphate	Pentose phosphate pathway
329.193	C02567	M+HCOOK[1+]	-0.0019	N1-Acetylspermine	Aspartate and asparagine metabolism
333.0266	C00647	M+HCOOK[1+]	0.0018	Pyridoxamine phosphate; Pyridoxamine 5-phosphate; Pyridoxamine 5'-phosphate	Vitamin B6 (pyridoxine) metabolism
333.103	C04148	M+HCOONa[1+]	-0.0027	alpha-N-Phenylacetyl-L-glutamine	Tyrosine metabolism
333.103	C05642	M+HCOONa[1+]	-0.0027	Formyl-N-acetyl-5-methoxykynurenamine	Tryptophan metabolism
333.2019	C04785	M+Na[1+]	-0.0018	13(S)-HPOT; (9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid; (9Z,11E,14Z)-(13S)-Hydroperoxyoctadeca-(9,11,14)-trienoate; 13(S)-HpOTrE	Omega-3 fatty acid metabolism
333.2019	C16321	M+Na[1+]	-0.0018	9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE	Omega-3 fatty acid metabolism
333.2019	CE5528	M+Na[1+]	-0.0018		Linoleate metabolism
333.2019	CE5848	M(C13)+H[1+]	0.0003	7'-carboxy-gama-tocotrienol	Vitamin E metabolism
333.2019	CE7109	M(C13)+H[1+]	0.0003	5(S),6(S)-epoxy-15(R)-HEPE	Putative anti-Inflammatory metabolites formation from EPA
333.2019	CE7110	M(C13)+H[1+]	0.0003	5,6-epoxy,18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
334.0855	C16610	M+Na[1+]	0.0004	Citalopram propionic acid	Drug metabolism - cytochrome P450
334.1388	CE2102	M[1+]	0.0003	lipoyllysine	Lipoate metabolism
336.0461	C01185	M[1+]	-0.0023	Nicotinate D-ribonucleotide; beta-Nicotinate D-ribonucleotide; Nicotinate ribonucleotide; Nicotinic acid ribonucleotide	Vitamin B3 (nicotinate and nicotinamide) metabolism
338.0639	C04677	M[1+]	0.0011	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide; 5'-Phosphoribosyl-5-amino-4-imidazolecarboxamide; 5'-Phospho-ribosyl-5-amino-4-imidazole carboxamide; AICAR; 5-Aminoimidazole-4-carboxamide ribotide; 5-Phosphoribosyl-4-carbamoyl-5-aminoimidazole; 5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	Purine metabolism
338.1038	C14180	M+H[1+]	0.0021	S-(Hydroxymethyl)glutathione	
339.0594	C16582	M+HCOOK[1+]	0.0005	2-Hydroxyfelbamate	Drug metabolism - cytochrome P450
339.0594	C16584	M+HCOOK[1+]	0.0005	p-Hydroxyfelbamate	Drug metabolism - cytochrome P450
341.0998	C14877	M+H[1+]	-0.0029		Xenobiotics metabolism
343.0359	C16634	M+H[1+]	0.0022	5-Fluorouridine monophosphate	Drug metabolism - other enzymes
343.1846	C07344	M(Cl37)+H[1+]	0.0014	3-Hydroxyquinine	
343.1846	C07344	M(S34)+H[1+]	0.0028	3-Hydroxyquinine	
344.1332	C05399	M[1+]	0.0013	Melibiitol; 6-O-alpha-D-Galactosyl-D-glucitol	Galactose metabolism
344.1332	C15658	M(S34)+H[1+]	-0.0021	6-(alpha-D-Glucosaminyl)-1D-myo-inositol	Phosphatidylinositol phosphate metabolism
344.2034	C16548	M+H[1+]	0.0025	N,N-Didesmethyltamoxifen	Drug metabolism - cytochrome P450
345.0277	C16634	M(Cl37)+H[1+]	-0.0032	5-Fluorouridine monophosphate	Drug metabolism - other enzymes
345.0277	C16634	M(S34)+H[1+]	-0.0018	5-Fluorouridine monophosphate	Drug metabolism - other enzymes
345.0764	C01081	M[1+]	-0.0022	Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP	Vitamin B1 (thiamin) metabolism
346.0506	C01169	M+K[1+]	-0.0034	S-Succinyldihydrolipoamide	TCA cycle
346.0506	C08249	M+HCOONa[1+]	-0.003	Pyrimidine 5'-deoxynucleotide	
346.0506	C14796	M+K[1+]	0.0		Xenobiotics metabolism
346.0506	C14797	M+K[1+]	0.0		Xenobiotics metabolism
346.0506	C14798	M+K[1+]	0.0		Xenobiotics metabolism
347.1222	C00621	M(Cl37)+H[1+]	0.0023	Dolichyl diphosphate; Dolichol diphosphate	N-Glycan biosynthesis
347.1222	C00831	M+HCOONa[1+]	-0.0025	Pantetheine; (R)-Pantetheine	CoA Catabolism$Vitamin B5 - CoA biosynthesis from pantothenate
347.2026	C05490	M(Cl37)+H[1+]	-0.0007	11-Dehydrocorticosterone	C21-steroid hormone biosynthesis and metabolism
347.2026	C05490	M(S34)+H[1+]	0.0007	11-Dehydrocorticosterone	C21-steroid hormone biosynthesis and metabolism
347.2026	CE1349	M(Cl37)+H[1+]	-0.0006	19-oxo-deoxycorticosterone	C21-steroid hormone biosynthesis and metabolism
347.2026	CE1349	M(S34)+H[1+]	0.0008	19-oxo-deoxycorticosterone	C21-steroid hormone biosynthesis and metabolism
348.0697	C00020	M+H[1+]	-0.0007	AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate	Prostaglandin formation from arachidonate$Vitamin H (biotin) metabolism$Purine metabolism$Vitamin E metabolism$Glycine, serine, alanine and threonine metabolism$Vitamin B1 (thiamin) metabolism$Glycolysis and Gluconeogenesis$Leukotriene metabolism$Fatty acid activation$Methionine and cysteine metabolism$Ubiquinone Biosynthesis$Alanine and Aspartate Metabolism$Pyrimidine metabolism$Di-unsaturated fatty acid beta-oxidation$Tryptophan metabolism$Aspartate and asparagine metabolism$Arachidonic acid metabolism$Tyrosine metabolism$De novo fatty acid biosynthesis$Vitamin A (retinol) metabolism$Vitamin B2 (riboflavin) metabolism$Valine, leucine and isoleucine degradation$Alkaloid biosynthesis II$Omega-6 fatty acid metabolism$Histidine metabolism$Vitamin B5 - CoA biosynthesis from pantothenate$CoA Catabolism$Bile acid biosynthesis$Propanoate metabolism$Phytanic acid peroxisomal oxidation$Omega-3 fatty acid metabolism$Pentose phosphate pathway$Butanoate metabolism$Mono-unsaturated fatty acid beta-oxidation$Lysine metabolism$Vitamin B3 (nicotinate and nicotinamide) metabolism$Selenoamino acid metabolism
348.0697	C00270	M+K[1+]	0.0009	N-Acetylneuraminate; N-Acetylneuraminic acid; 5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid; Neu5Ac	Keratan sulfate degradation$Aminosugars metabolism$Glycosphingolipid metabolism$N-Glycan Degradation$Sialic acid metabolism
348.0697	C00362	M+H[1+]	-0.0007	dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate	Purine metabolism
348.2076	CE5849	M(Cl37)+H[1+]	-0.0034	7'-carboxy-alpha-tocotrienol	Vitamin E metabolism
348.2076	CE5849	M(S34)+H[1+]	-0.002	7'-carboxy-alpha-tocotrienol	Vitamin E metabolism
349.0871	C05839	M+Na[1+]	-0.0024	cis-beta-D-Glucosyl-2-hydroxycinnamate; beta-D-Glucosyl-2-coumarinate	Hexose phosphorylation
350.2887	C11695	M(Cl37)+H[1+]	0.0018	Anandamide; Arachidonylethanolamide; N-(5Z,8Z,11Z,14Z-icosatetraenoyl)-ethanolamide	Prostaglandin formation from arachidonate
350.2887	C11695	M(S34)+H[1+]	0.0032	Anandamide; Arachidonylethanolamide; N-(5Z,8Z,11Z,14Z-icosatetraenoyl)-ethanolamide	Prostaglandin formation from arachidonate
350.983	C05695	M+K[1+]	-0.0022	gamma-Glutamyl-Se-methylselenocysteine; 5-L-Glutamyl-Se-methylselenocysteine	Selenoamino acid metabolism
353.1262	C02538	M(Cl37)+H[1+]	0.0029	Estrone 3-sulfate	C21-steroid hormone biosynthesis and metabolism$Androgen and estrogen biosynthesis and metabolism
354.0562	C00360	M+Na[1+]	-0.0013	dAMP; 2'-Deoxyadenosine 5'-phosphate; 2'-Deoxyadenosine 5'-monophosphate; Deoxyadenylic acid; Deoxyadenosine monophosphate	Purine metabolism
357.0548	C01225	M+Na[1+]	-0.001	sn-glycero-3-Phospho-1-inositol; 1-(sn-glycero-3-Phospho)-1D-myo-inositol	Phosphatidylinositol phosphate metabolism$Glycerophospholipid metabolism
359.2385	CE5787	M[1+]	-0.0022	kinetensin 1-3	
362.0125	C00055	M+K[1+]	-0.0022	CMP; Cytidine-5'-monophosphate; Cytidylic acid	Phosphatidylinositol phosphate metabolism$Glycosphingolipid biosynthesis - lactoseries$Glycosphingolipid metabolism$Sialic acid metabolism$Pyrimidine metabolism$Keratan sulfate biosynthesis$N-Glycan biosynthesis$Blood Group Biosynthesis$Glycosphingolipid biosynthesis - ganglioseries$Aminosugars metabolism$Glycerophospholipid metabolism$Glycosphingolipid biosynthesis - neolactoseries$Glycosphingolipid biosynthesis - globoseries$O-Glycan biosynthesis
362.0265	C08249	M+HCOOK[1+]	-0.001	Pyrimidine 5'-deoxynucleotide	
362.0825	C01449	M+HCOOK[1+]	-0.0036	Queuine; Base Q	Urea cycle/amino group metabolism
362.9884	C00354	M+Na[1+]	0.0031	D-Fructose 1,6-bisphosphate	Glycolysis and Gluconeogenesis$Carbon fixation$Fructose and mannose metabolism
362.9884	C00665	M+Na[1+]	0.0031	beta-D-Fructose 2,6-bisphosphate; D-Fructose 2,6-bisphosphate	Glycolysis and Gluconeogenesis$Fructose and mannose metabolism
362.9884	C01220	M+Na[1+]	0.0031	1D-myo-Inositol 1,4-bisphosphate; D-myo-Inositol 1,4-bisphosphate; myo-Inositol 1,4-bisphosphate; Inositol 1,4-bisphosphate	Phosphatidylinositol phosphate metabolism
362.9884	C01231	M+Na[1+]	0.0031	alpha-D-Glucose 1,6-bisphosphate; alpha-D-Glucose 1,6-biphosphate	Glycolysis and Gluconeogenesis
362.9884	C03693	M+Na[1+]	0.0031	D-Mannose 1,6-bisphosphate	Fructose and mannose metabolism
362.9884	C03785	M+Na[1+]	0.0031	D-Tagatose 1,6-bisphosphate	Galactose metabolism
362.9884	C04062	M+Na[1+]	0.0031	D-myo-Inositol 1,3-bisphosphate; 1D-myo-Inositol 1,3-bisphosphate; myo-Inositol 1,3-bisphosphate; Inositol 1,3-bisphosphate	Phosphatidylinositol phosphate metabolism
362.9884	C04063	M+Na[1+]	0.0031	D-myo-Inositol 3,4-bisphosphate; 1D-myo-Inositol 3,4-bisphosphate; Inositol 3,4-bisphosphate	Phosphatidylinositol phosphate metabolism
362.9884	C05378	M+Na[1+]	0.0031	beta-D-Fructose 1,6-bisphosphate	Glycolysis and Gluconeogenesis$Fructose and mannose metabolism
363.0869	C05403	M+Na[1+]	-0.003	3-Ketolactose	Galactose metabolism$Sialic acid metabolism
363.0869	C14877	M+Na[1+]	0.0022		Xenobiotics metabolism
363.1679	C07344	M+Na[1+]	-0.0001	3-Hydroxyquinine	
363.197	C00762	M(Cl37)+H[1+]	-0.0012	Cortisone; 17alpha,21-Dihydroxy-4-pregnene-3,11,20-trione; Kendall's compound E; Reichstein's substance Fa	C21-steroid hormone biosynthesis and metabolism
363.197	C00762	M(S34)+H[1+]	0.0002	Cortisone; 17alpha,21-Dihydroxy-4-pregnene-3,11,20-trione; Kendall's compound E; Reichstein's substance Fa	C21-steroid hormone biosynthesis and metabolism
363.197	C01780	M(Cl37)+H[1+]	-0.0012	Aldosterone; 11beta,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al	C21-steroid hormone biosynthesis and metabolism
363.197	C01780	M(S34)+H[1+]	0.0002	Aldosterone; 11beta,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al	C21-steroid hormone biosynthesis and metabolism
364.0613	C03410	M+K[1+]	-0.0024	N-Glycoloyl-neuraminate; N-Glycolylneuraminate; NeuNGc	Aminosugars metabolism
366.1834	C16548	M+Na[1+]	0.0005	N,N-Didesmethyltamoxifen	Drug metabolism - cytochrome P450
367.1484	C02999	M(S34)+H[1+]	-0.0029	N-Acetylmuramoyl-Ala; N-Acetyl-D-muramoyl-L-alanine	
367.1484	CE3140	M(C13)+H[1+]	0.0028		Tryptophan metabolism
369.2474	C05472	M(Cl37)+H[1+]	0.0023	Urocortisol; 5beta-Pregnane-3alpha,11beta,17alpha,21-tetrol-20-one	C21-steroid hormone biosynthesis and metabolism
371.1583	C00280	M+HCOOK[1+]	-0.0036	Androst-4-ene-3,17-dione; Androstenedione; 4-Androstene-3,17-dione	C21-steroid hormone biosynthesis and metabolism$Androgen and estrogen biosynthesis and metabolism
371.1583	C00718	M+H[1+]	0.0035	Amylose; Amylose chain; (1,4-alpha-D-Glucosyl)n; (1,4-alpha-D-Glucosyl)n+1; (1,4-alpha-D-Glucosyl)n-1; 4-{(1,4)-alpha-D-Glucosyl}(n-1)-D-glucose; 1,4-alpha-D-Glucan	Starch and Sucrose Metabolism
371.1583	C05796	M+H[1+]	0.0035	Galactan	Galactose metabolism$Sialic acid metabolism
371.1583	andrstndn	M+HCOOK[1+]	-0.0035	Androstenedione	C21-steroid hormone biosynthesis and metabolism
372.141	C01416	M+HCOONa[1+]	-0.0008	Cocaine; l-Cocain; beta-Cocain	Alkaloid biosynthesis II
372.1884	CE2053	M+Na[1+]	-0.0024	20-oxo-leukotriene B4	Leukotriene metabolism
372.1884	CE5138	M+Na[1+]	-0.0024	12-oxo-20-hydroxy-leukotriene B4	Leukotriene metabolism
372.1884	CE5661	M+Na[1+]	-0.0024	15-oxo-lipoxin A4	Arachidonic acid metabolism
372.1884	CE7088	M+Na[1+]	-0.0024	PGH3	Putative anti-Inflammatory metabolites formation from EPA
372.1884	CE7112	M+Na[1+]	-0.0024	15-epi-lipoxin A5	Putative anti-Inflammatory metabolites formation from EPA
372.1884	CE7113	M+Na[1+]	-0.0024	15-epi-lipoxin B5	Putative anti-Inflammatory metabolites formation from EPA
372.1884	CE7114	M+Na[1+]	-0.0024		Putative anti-Inflammatory metabolites formation from EPA
372.1884	CE7115	M+Na[1+]	-0.0024	20-hydroxy-leukotriene B5	Putative anti-Inflammatory metabolites formation from EPA
372.3093	ttdcrn	M+H[1+]	-0.0015	tetradecanoyl carnitine	Carnitine shuttle
376.1414	C00255	M[1+]	0.0031	Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2	Vitamin B2 (riboflavin) metabolism
